cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,webaddr,numemp,asset,chbal,chbali,sc,frepo,lnlsnet,lnatres,trade,bkprem,ore,intan,idoa,liabeq,liab,dep,depi,depdom,iddepinr,frepp,tradel,idobrmtg,subnd,idoliab,eqtot,eq,eqpp,eqcs,eqsur,equptot,eqconsub,nclnls,NCGTYPAR,oaienc,ernast,asstlt,asset5,asset2,RWAJT,AVASSETJ,OALIFINS,OALIFGEN,OALIFSEP,Oalifhyb,voliab,lnexamt,othbfhlb,lnlssale,ucln,RBCT1J,RBCT2,uc,obsdir
"18489","12279","463650","5006472","Adams Bank & Trust","Ogallala","NE","69153","3/31/2018","5/14/2018","SM","315 North Spruce Street","ADAGE, LLC","19","0","1","2","0","Keith","","","2/26/1962","2/26/1962","3/31/2006","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","0","1","http://www.abtbank.com","178","731131","11653","4042","29102","0","660263","10290","0","12644","22","0","17447","731131","647884","633066","507456","633066","85.419915770598","0","0","11000","0","3818","83247","83247","20000","3000","17000","43247","0","2590","0","5925","693407","81022","734023.5","734023.5","680540","732474","1952","1952","0","0","33544","90","11000","909","141148","83247","8529","141148","0"
"90140","12033","343903","0","Adams Community Bank","Adams","MA","1220","3/31/2018","5/14/2018","SB","2 Center Street","","8","0","0","5","0","Berkshire","38340","Pittsfield, MA","5/1/1869","7/24/1985","1/1/2016","Non-Stock","0","1","FDIC","DIF","New York","NEW YORK","Springfield Ma","Boston","Northeastern","Northeast","0","1","www.adamscommunity.com","101","533049","13610","5659","44143","777","439576","3529","0","6863","231","8155","19694","533049","479479","426445","379126","426445","82.8463037254658","0","0","50000","0","3034","53570","53570","0","0","0","53570","0","1806","0","1376","490155","290513","530226.5","530226.5","339731","517779","11706","8765","0","2941","40491","1615","50000","0","65619","46478","4009","65619","0"
"14311","0","9553","1053870","Adams County Bank","Kenesaw","NE","68956","3/31/2018","5/14/2018","NM","401 N. Smith Avenue","FIRST KENESAW COMPANY","2","0","0","2","1","Adams","","","1/1/1878","1/1/1934","6/1/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","0","1","http://www.adamscountybank.net","16","161509","6266","4101","52884","6035","89214","1007","0","944","0","0","6166","161509","147378","106657","85073","106657","81.6992484021517","0","0","39672","0","1049","14131","14131","0","400","1700","12031","0","1474","0","1218","152234","56651","165056","165056","113122","160273","2581","1679","0","902","3838","100","39663","0","31327","15039","1007","31327","0"
"32304","8120","312570","0","Adams County Building and Loan Company","West Union","OH","45693","3/31/2018","5/14/2018","SA","201 West Main Street","","2","0","0","2","0","Adams","","","1/22/1907","4/4/1985","1/4/2012","Non-Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Cincinnati","Cleveland","Central","Central","0","1","","5","21571","2624","2120","3642","0","14364","195","0","187","197","0","557","21571","17127","17070","17070","17070","100","0","0","0","0","57","4444","4444","0","0","0","4444","0","602","0","78","20126","10123","21822","21822","11330","21715","0","0","0","0","0","281","0","0","0","4445","143","0","0"
"58697","18056","3603765","4564724","Adams Dairy Bank","Blue Springs","MO","64014","3/31/2018","5/14/2018","NM","651 Ne Coronado Drive","ADAMS DAIRY BANCSHARES, INC.","1","0","0","4","0","Jackson","28140","Kansas City, MO-KS","1/3/2008","1/3/2008","5/4/2018","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","www.AdamsDairyBank.com","12","120448","8447","6318","11703","0","91100","980","0","4494","545","0","4159","120448","109651","95841","67644","95841","66.2895573744852","0","0","13740","0","70","10797","10797","0","4000","5400","1397","0","601","0","330","109121","76938","124405.5","124405.5","87093","124153","2863","2264","0","599","21000","518","13740","0","8291","10797","980","8291","0"
"9812","0","332756","0","Adams State Bank","Adams","NE","68301","3/31/2018","5/14/2018","NM","649 Main Street","","1","0","0","2","1","Gage","","","1/18/1918","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","0","1","www.adamsstate.com","9","49605","4344","2879","11462","0","32187","291","0","756","0","0","856","49605","40217","35691","27742","35691","89.0653001792115","0","0","4500","0","26","9388","9388","0","100","3000","6288","0","4","0","383","46528","15491","50029.5","50029.5","36007","50646","0","0","0","0","4292","1516","4500","0","4953","9600","291","4953","0"
"28380","1473","101671","2467474","Adirondack Bank","Utica","NY","13501","3/31/2018","5/14/2018","SM","185 Genesee Street","ADIRONDACK BANCORP, INC.","18","0","0","4","0","Oneida","46540","Utica-Rome, NY","1/1/1898","1/25/1936","1/1/2014","Stock","0","0","FED","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","www.adirondackbank.com","178","800256","13182","0","268608","1136","484214","3141","0","5093","511","2719","24793","800256","740455","680561","486339","680561","65.1720272610945","34360","0","20024","0","5510","59801","59801","0","3792","20527","35482","0","9490","0","3109","753958","304821","793256","793256","416166","793041","15409","15409","0","0","121022","8980","20024","2726","90221","60654","3150","90221","0"
"27015","13964","541307","0","Admirals Bank","Boston","MA","2116","3/31/2018","5/14/2018","SA","579 Boylston Street","","2","0","1","4","0","Suffolk","14460","Boston-Cambridge-Newton, MA-NH","1/1/1967","7/20/1987","1/1/2018","Stock","0","0","OCC","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","1","www.admiralsbank.com","73","274420","30691","29190","0","0","230246","2332","0","4358","207","1023","7895","274420","247303","185842","184303","185842","87.1950170897913","0","0","55000","0","6461","27117","27117","0","250","46279","-19412","0","1242","212","867","259436","127432","281101.5","281101.5","232144","282881","0","0","0","0","66735","0","55000","0","3134","26094","2529","3134","0"
"8251","0","94858","1399505","Adrian Bank","Adrian","MO","64720","3/31/2018","5/14/2018","SM","130 East Main Street","ADRIAN BANCSHARES, INC.","3","0","0","2","1","Bates","28140","Kansas City, MO-KS","10/18/1932","1/1/1934","1/1/2012","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","www.adrianbank.com","29","144300","16696","13891","33074","0","92536","940","0","688","0","0","1306","144300","129591","129185","100906","129185","87.290147790749","0","0","0","0","406","14709","14709","0","100","600","14009","0","1072","0","927","139501","52537","143490.5","143490.5","96195","144808","0","0","0","0","3615","489","0","0","8402","15110","940","8402","0"
"8822","0","293352","1125254","Adrian State Bank","Adrian","MN","56110","3/31/2018","5/14/2018","NM","322 Maine Avenue","ADRIAN BUILDING CORPORATION","1","0","0","2","1","Nobles","","","10/23/1889","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Central","West","0","1","www.adrianstatebank.com","12","47524","4082","3470","3179","1034","38297","362","0","127","0","0","805","47524","43177","41563","32172","41563","86.6809236610039","0","0","1500","0","114","4347","4347","0","120","3630","597","0","13","0","522","45980","6264","48071.5","48071.5","38930","47041","0","0","0","0","3254","3850","1500","0","100","4358","362","100","0"
"18152","15877","438050","1066928","Advantage Bank","Oklahoma City","OK","73141","3/31/2018","5/14/2018","NM","8001 Ne 23rd Street","SPENCER BANCSHARES, INC.","2","0","0","4","1","Oklahoma","36420","Oklahoma City, OK","11/17/1913","2/15/1960","4/25/2018","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","http://www.advantagebank.biz","27","59470","1438","0","16865","3215","34668","404","0","1991","898","0","395","59470","52006","51973","39835","51973","82.1868267159126","0","0","0","0","33","7464","7464","0","337","338","6789","0","899","0","94","54748","16214","60251.5","60251.5","46179","60203","0","0","0","0","754","12","0","0","3649","7816","404","3649","0"
"57072","0","2927615","0","Advantage Bank","Loveland","CO","80538","3/31/2018","5/14/2018","NM","1475 North Denver Avenue","","4","0","0","4","0","Larimer","22660","Fort Collins, CO","9/21/2000","9/21/2000","6/14/2016","Stock","0","0","FDIC","DIF","Dallas","KANSAS CITY","Denver","Kansas City","Western","Western","0","1","http://www.advantagebanks.com","38","306258","28079","24829","15059","0","251987","2151","0","7353","726","719","2335","306258","273747","251145","204456","251145","87.7438179704791","0","0","21473","0","1129","32511","32511","0","2406","17832","12273","0","317","0","884","291875","20795","303331.5","303331.5","240391","297992","0","0","0","0","28979","4103","21000","473","40351","31906","2151","40351","0"
"10375","14584","189549","3155273","Advantage Community Bank","Dorchester","WI","54425","3/31/2018","5/14/2018","NM","101 Wbusiness County Road A","ADVANTAGE COMMUNITY BANCSHARES, INC.","4","0","0","4","0","Clark","","","8/9/1906","1/1/1934","7/1/2016","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Chicago","Central","Central","0","1","www.advantagecommunity.com","29","141520","13715","10455","23609","208","97308","1172","0","1634","0","867","4179","141520","124107","121805","103558","121805","87.9894318815846","0","0","1174","0","1128","17413","17413","0","90","6986","10337","0","0","0","529","131580","15015","144069","144069","109318","141319","3138","3138","0","0","1726","3627","1174","0","21717","17371","1172","21717","0"
"34885","14544","965789","3823291","Affiliated Bank, National Association","Bedford","TX","76021","3/31/2018","5/14/2018","N","500 Harwood Rd.","BANCAFFILIATED, INC.","4","0","0","4","0","Tarrant","19100","Dallas-Fort Worth-Arlington, TX","1/1/1959","6/1/1998","2/28/2018","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.affiliatedbank.com","205","670930","68834","64639","0","1963","576033","8196","0","7699","1857","2996","11548","670930","605605","461401","384661","461401","79.3532209139806","0","0","141600","0","2604","65325","65325","0","3","30787","34535","0","4555","0","2295","642635","243916","645733.5","645733.5","552286","629565","0","0","0","0","191844","1754","141600","6340","137455","65325","6919","137455","41265"
"57264","0","3118447","3118456","AFFINITY BANK","Atlanta","GA","30339","3/31/2018","5/14/2018","NM","400 Galleria Pkwy Se, # 900","ABB FINANCIAL GROUP, INC.","1","0","0","4","0","Cobb","12060","Atlanta-Sandy Springs-Roswell, GA","9/3/2002","9/3/2002","12/27/2017","Stock","0","0","FDIC","DIF","Atlanta","NEW YORK","Atlanta","Atlanta","Southern","Southeast","0","1","http://www.myaffinitybank.com","29","270738","7683","5996","11442","18763","217965","2838","0","699","1826","0","12360","270738","241515","203800","133242","203800","84.4368912039081","8786","0","28000","0","929","29223","29223","0","5961","41685","-18423","0","308","0","485","254166","132755","265128.5","265128.5","248636","257822","6121","6121","0","0","16849","1679","28000","0","21859","26229","2838","21859","0"
"35267","14939","2909330","0","AIG Federal Savings Bank","Wilmington","DE","19809","3/31/2018","5/14/2018","SA","503 Carr Road, Suite 130","","1","0","0","5","0","New Castle","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","5/15/2000","5/15/2000","12/15/2014","Stock","0","1","OCC","DIF","New York","NEW YORK","Claymont","Philadelphia","Northeastern","Northeast","0","0","","10","33174","2378","0","27041","0","0","0","0","0","0","0","3755","33174","1488","500","500","500","50.0998003992016","0","0","0","0","988","31686","31686","0","0","32008","-322","0","0","0","14","27041","18572","32792.5","32792.5","5799","29049","0","0","0","0","500","0","0","0","0","28105","0","0","0"
"3304","0","1006951","3183959","AIMBank","Littlefield","TX","79339","3/31/2018","5/14/2018","NM","337 Phelps Avenue","AIM BANCSHARES, INC.","18","0","0","4","0","Lamb","","","9/19/1925","1/1/1934","4/26/2018","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","https://www.aimbankonline.com","222","1118357","94597","76369","223516","0","755180","11249","0","20959","906","9160","14039","1118357","1014078","1001727","720016","1001727","68.7701666225866","6787","0","0","0","5564","104279","104279","0","979","60611","42689","0","874","67","4212","1055065","323567","1103310","1103310","826065","1089827","5901","5901","0","0","138787","6","0","3003","156422","98719","10337","156422","21915"
"35314","0","2877484","3047583","Alamerica Bank","Birmingham","AL","35205","3/31/2018","5/14/2018","NM","2170 Highland Avenue","ALAMERICA BANCCORP, INC.","1","0","0","4","1","Jefferson","13820","Birmingham-Hoover, AL","1/28/2000","1/28/2000","2/24/2011","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","http://alamericabank.com","8","34916","2062","1739","659","0","26536","419","0","5","5042","0","612","34916","28934","21961","18687","21961","84.9661009236929","0","0","6890","0","83","5982","5982","0","1","9999","-4018","0","1234","0","100","28934","2701","35122","35122","31874","35738","0","0","0","0","8633","819","6890","0","5546","5932","399","5546","0"
"13947","0","869953","1061222","Alamosa State Bank","Alamosa","CO","81101","3/31/2018","5/14/2018","NM","2225 Main Street","ALAMOSA BANCORPORATION, LTD.","2","0","0","2","1","Alamosa","","","3/1/1907","2/23/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","http://www.alamosastatebank.com","35","245621","53264","46446","61016","0","127117","2049","0","2193","0","0","2031","245621","223464","222326","174435","222326","61.9040765660418","0","0","0","0","1138","22157","22157","0","300","300","21557","0","0","0","1777","234579","62817","243042","243042","139817","240363","0","0","0","0","9948","14037","0","0","26726","23130","1751","26726","0"
"17230","0","2732","1208933","Albany Bank and Trust Company National Association","Chicago","IL","60625","3/31/2018","5/14/2018","N","3424 West Lawrence Avenue","ALBANK CORPORATION","4","0","0","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","6/27/1953","6/27/1953","3/31/2006","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.albanybank.com","70","591871","67155","57281","77047","0","439684","4695","0","3435","0","1112","3438","591871","500949","498930","372512","498930","57.135875269403","0","0","0","0","2019","90922","90922","0","0","5789","85133","0","2190","0","1947","574012","6354","596966.5","596966.5","475071","594412","0","0","0","0","76873","46792","0","0","104517","90151","4695","104517","0"
"17622","12071","388744","0","Alden State Bank","Alden","MI","49612","3/31/2018","5/14/2018","NM","Coy And Helena Streets","","4","0","0","4","0","Antrim","","","1/1/1934","6/22/1956","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Grand Rapids","Chicago","Central","Central","0","1","http://www.aldenbank.com","38","193935","24104","5068","16165","0","142365","2394","0","3635","116","0","7550","193935","170058","168037","82691","168037","82.2511157393633","0","0","0","0","2021","23877","23877","0","1560","14538","7779","0","1187","0","524","163598","38196","193302","193302","151102","193540","4409","4409","0","0","1924","585","0","0","21911","24927","1895","21911","0"
